human_utc,timestamp,close,pct15_pct_str,pct30_pct_str,pct60_pct_str,long_signal,short_quick,action,action_desc,pos_side,pos_entry,pos_size,pos_notional,equity_fmt
2025-09-30 00:00:00 UTC,2025-09-30 00:00:00+00:00,16.12,,,,False,False,,,,,,,"$10,000.00"
2025-09-30 00:15:00 UTC,2025-09-30 00:15:00+00:00,16.018,-0.63%,,,False,False,,,,,,,"$10,000.00"
2025-09-30 00:30:00 UTC,2025-09-30 00:30:00+00:00,15.992,-0.16%,-0.79%,,False,False,,,,,,,"$10,000.00"
2025-09-30 00:45:00 UTC,2025-09-30 00:45:00+00:00,16.023,+0.19%,+0.03%,,False,False,,,,,,,"$10,000.00"
2025-09-30 01:00:00 UTC,2025-09-30 01:00:00+00:00,15.743,-1.75%,-1.56%,-2.34%,False,False,,,,,,,"$10,000.00"
2025-09-30 01:15:00 UTC,2025-09-30 01:15:00+00:00,15.643,-0.64%,-2.37%,-2.34%,False,False,,,,,,,"$10,000.00"
2025-09-30 01:30:00 UTC,2025-09-30 01:30:00+00:00,15.701,+0.37%,-0.27%,-1.82%,False,False,,,,,,,"$10,000.00"
2025-09-30 01:45:00 UTC,2025-09-30 01:45:00+00:00,15.698,-0.02%,+0.35%,-2.03%,False,False,,,,,,,"$10,000.00"
2025-09-30 02:00:00 UTC,2025-09-30 02:00:00+00:00,15.679,-0.12%,-0.14%,-0.41%,False,False,,,,,,,"$10,000.00"
2025-09-30 02:15:00 UTC,2025-09-30 02:15:00+00:00,15.684,+0.03%,-0.09%,+0.26%,False,False,,,,,,,"$10,000.00"
2025-09-30 02:30:00 UTC,2025-09-30 02:30:00+00:00,15.683,-0.01%,+0.03%,-0.11%,False,False,,,,,,,"$10,000.00"
2025-09-30 02:45:00 UTC,2025-09-30 02:45:00+00:00,15.719,+0.23%,+0.22%,+0.13%,False,False,,,,,,,"$10,000.00"
2025-09-30 03:00:00 UTC,2025-09-30 03:00:00+00:00,15.876,+1.00%,+1.23%,+1.26%,False,False,,,,,,,"$10,000.00"
2025-09-30 03:15:00 UTC,2025-09-30 03:15:00+00:00,16.026,+0.94%,+1.95%,+2.18%,False,False,,,,,,,"$10,000.00"
2025-09-30 03:30:00 UTC,2025-09-30 03:30:00+00:00,16.087,+0.38%,+1.33%,+2.58%,False,False,,,,,,,"$10,000.00"
2025-09-30 03:45:00 UTC,2025-09-30 03:45:00+00:00,16.037,-0.31%,+0.07%,+2.02%,False,False,,,,,,,"$10,000.00"
2025-09-30 04:00:00 UTC,2025-09-30 04:00:00+00:00,16.268,+1.44%,+1.13%,+2.47%,False,False,,,,,,,"$10,000.00"
2025-09-30 04:15:00 UTC,2025-09-30 04:15:00+00:00,16.209,-0.36%,+1.07%,+1.14%,False,False,,,,,,,"$10,000.00"
2025-09-30 04:30:00 UTC,2025-09-30 04:30:00+00:00,16.266,+0.35%,-0.01%,+1.11%,False,False,,,,,,,"$10,000.00"
2025-09-30 04:45:00 UTC,2025-09-30 04:45:00+00:00,16.131,-0.83%,-0.48%,+0.59%,False,False,,,,,,,"$10,000.00"
2025-09-30 05:00:00 UTC,2025-09-30 05:00:00+00:00,16.002,-0.80%,-1.62%,-1.64%,False,False,,,,,,,"$10,000.00"
2025-09-30 05:15:00 UTC,2025-09-30 05:15:00+00:00,15.987,-0.09%,-0.89%,-1.37%,False,False,,,,,,,"$10,000.00"
2025-09-30 05:30:00 UTC,2025-09-30 05:30:00+00:00,16.06,+0.46%,+0.36%,-1.27%,False,False,,,,,,,"$10,000.00"
2025-09-30 05:45:00 UTC,2025-09-30 05:45:00+00:00,16.058,-0.01%,+0.44%,-0.45%,False,False,,,,,,,"$10,000.00"
2025-09-30 06:00:00 UTC,2025-09-30 06:00:00+00:00,15.956,-0.64%,-0.65%,-0.29%,False,False,,,,,,,"$10,000.00"
2025-09-30 06:15:00 UTC,2025-09-30 06:15:00+00:00,15.919,-0.23%,-0.87%,-0.43%,False,False,,,,,,,"$10,000.00"
2025-09-30 06:30:00 UTC,2025-09-30 06:30:00+00:00,15.86,-0.37%,-0.60%,-1.25%,False,False,,,,,,,"$10,000.00"
2025-09-30 06:45:00 UTC,2025-09-30 06:45:00+00:00,16.054,+1.22%,+0.85%,-0.02%,False,False,,,,,,,"$10,000.00"
2025-09-30 07:00:00 UTC,2025-09-30 07:00:00+00:00,15.82,-1.46%,-0.25%,-0.85%,False,False,,,,,,,"$10,000.00"
2025-09-30 07:15:00 UTC,2025-09-30 07:15:00+00:00,15.944,+0.78%,-0.69%,+0.16%,False,False,,,,,,,"$10,000.00"
2025-09-30 07:30:00 UTC,2025-09-30 07:30:00+00:00,15.966,+0.14%,+0.92%,+0.67%,False,False,,,,,,,"$10,000.00"
2025-09-30 07:45:00 UTC,2025-09-30 07:45:00+00:00,15.874,-0.58%,-0.44%,-1.12%,False,False,,,,,,,"$10,000.00"
2025-09-30 08:00:00 UTC,2025-09-30 08:00:00+00:00,15.65,-1.41%,-1.98%,-1.07%,False,False,,,,,,,"$10,000.00"
2025-09-30 08:15:00 UTC,2025-09-30 08:15:00+00:00,15.81,+1.02%,-0.40%,-0.84%,False,False,,,,,,,"$10,000.00"
2025-09-30 08:30:00 UTC,2025-09-30 08:30:00+00:00,15.942,+0.83%,+1.87%,-0.15%,False,False,,,,,,,"$10,000.00"
2025-09-30 08:45:00 UTC,2025-09-30 08:45:00+00:00,15.921,-0.13%,+0.70%,+0.30%,False,False,,,,,,,"$10,000.00"
2025-09-30 09:00:00 UTC,2025-09-30 09:00:00+00:00,16.102,+1.14%,+1.00%,+2.89%,False,False,,,,,,,"$10,000.00"
2025-09-30 09:15:00 UTC,2025-09-30 09:15:00+00:00,16.048,-0.34%,+0.80%,+1.51%,False,False,,,,,,,"$10,000.00"
2025-09-30 09:30:00 UTC,2025-09-30 09:30:00+00:00,15.942,-0.66%,-0.99%,+0.00%,False,False,,,,,,,"$10,000.00"
2025-09-30 09:45:00 UTC,2025-09-30 09:45:00+00:00,16.007,+0.41%,-0.26%,+0.54%,False,False,,,,,,,"$10,000.00"
2025-09-30 10:00:00 UTC,2025-09-30 10:00:00+00:00,15.944,-0.39%,+0.01%,-0.98%,False,False,,,,,,,"$10,000.00"
2025-09-30 10:15:00 UTC,2025-09-30 10:15:00+00:00,15.823,-0.76%,-1.15%,-1.40%,False,False,,,,,,,"$10,000.00"
2025-09-30 10:30:00 UTC,2025-09-30 10:30:00+00:00,15.844,+0.13%,-0.63%,-0.61%,False,False,,,,,,,"$10,000.00"
2025-09-30 10:45:00 UTC,2025-09-30 10:45:00+00:00,15.818,-0.16%,-0.03%,-1.18%,False,False,,,,,,,"$10,000.00"
2025-09-30 11:00:00 UTC,2025-09-30 11:00:00+00:00,15.703,-0.73%,-0.89%,-1.51%,False,False,,,,,,,"$10,000.00"
2025-09-30 11:15:00 UTC,2025-09-30 11:15:00+00:00,15.874,+1.09%,+0.35%,+0.32%,False,False,,,,,,,"$10,000.00"
2025-09-30 11:30:00 UTC,2025-09-30 11:30:00+00:00,15.944,+0.44%,+1.53%,+0.63%,False,False,,,,,,,"$10,000.00"
2025-09-30 11:45:00 UTC,2025-09-30 11:45:00+00:00,16.016,+0.45%,+0.89%,+1.25%,False,False,,,,,,,"$10,000.00"
2025-09-30 12:00:00 UTC,2025-09-30 12:00:00+00:00,15.898,-0.74%,-0.29%,+1.24%,False,False,,,,,,,"$10,000.00"
2025-09-30 12:15:00 UTC,2025-09-30 12:15:00+00:00,15.953,+0.35%,-0.39%,+0.50%,False,False,,,,,,,"$10,000.00"
2025-09-30 12:30:00 UTC,2025-09-30 12:30:00+00:00,15.752,-1.26%,-0.92%,-1.20%,False,False,,,,,,,"$10,000.00"
2025-09-30 12:45:00 UTC,2025-09-30 12:45:00+00:00,15.943,+1.21%,-0.06%,-0.46%,False,False,,,,,,,"$10,000.00"
2025-09-30 13:00:00 UTC,2025-09-30 13:00:00+00:00,15.9,-0.27%,+0.94%,+0.01%,False,False,,,,,,,"$10,000.00"
2025-09-30 13:15:00 UTC,2025-09-30 13:15:00+00:00,16.064,+1.03%,+0.76%,+0.70%,False,False,,,,,,,"$10,000.00"
2025-09-30 13:30:00 UTC,2025-09-30 13:30:00+00:00,15.997,-0.42%,+0.61%,+1.56%,False,False,,,,,,,"$10,000.00"
2025-09-30 13:45:00 UTC,2025-09-30 13:45:00+00:00,15.902,-0.59%,-1.01%,-0.26%,False,False,,,,,,,"$10,000.00"
2025-09-30 14:00:00 UTC,2025-09-30 14:00:00+00:00,15.803,-0.62%,-1.21%,-0.61%,False,False,,,,,,,"$10,000.00"
2025-09-30 14:15:00 UTC,2025-09-30 14:15:00+00:00,15.926,+0.78%,+0.15%,-0.86%,False,False,,,,,,,"$10,000.00"
2025-09-30 14:30:00 UTC,2025-09-30 14:30:00+00:00,15.921,-0.03%,+0.75%,-0.48%,False,False,,,,,,,"$10,000.00"
2025-09-30 14:45:00 UTC,2025-09-30 14:45:00+00:00,15.824,-0.61%,-0.64%,-0.49%,False,False,,,,,,,"$10,000.00"
2025-09-30 15:00:00 UTC,2025-09-30 15:00:00+00:00,15.544,-1.77%,-2.37%,-1.64%,False,False,,,,,,,"$10,000.00"
2025-09-30 15:15:00 UTC,2025-09-30 15:15:00+00:00,15.514,-0.19%,-1.96%,-2.59%,False,False,,,,,,,"$10,000.00"
2025-09-30 15:30:00 UTC,2025-09-30 15:30:00+00:00,15.296,-1.41%,-1.60%,-3.93%,False,False,,,,,,,"$10,000.00"
2025-09-30 15:45:00 UTC,2025-09-30 15:45:00+00:00,15.79,+3.23%,+1.78%,-0.21%,False,False,,,,,,,"$10,000.00"
2025-09-30 16:00:00 UTC,2025-09-30 16:00:00+00:00,15.606,-1.17%,+2.03%,+0.40%,False,False,,,,,,,"$10,000.00"
2025-09-30 16:15:00 UTC,2025-09-30 16:15:00+00:00,15.605,-0.01%,-1.17%,+0.59%,False,False,,,,,,,"$10,000.00"
2025-09-30 16:30:00 UTC,2025-09-30 16:30:00+00:00,15.728,+0.79%,+0.78%,+2.82%,False,False,,,,,,,"$10,000.00"
2025-09-30 16:45:00 UTC,2025-09-30 16:45:00+00:00,15.594,-0.85%,-0.07%,-1.24%,False,False,,,,,,,"$10,000.00"
2025-09-30 17:00:00 UTC,2025-09-30 17:00:00+00:00,15.601,+0.04%,-0.81%,-0.03%,False,False,,,,,,,"$10,000.00"
2025-09-30 17:15:00 UTC,2025-09-30 17:15:00+00:00,15.788,+1.20%,+1.24%,+1.17%,False,False,,,,,,,"$10,000.00"
2025-09-30 17:30:00 UTC,2025-09-30 17:30:00+00:00,15.755,-0.21%,+0.99%,+0.17%,False,False,,,,,,,"$10,000.00"
2025-09-30 17:45:00 UTC,2025-09-30 17:45:00+00:00,15.534,-1.40%,-1.61%,-0.38%,False,False,,,,,,,"$10,000.00"
2025-09-30 18:00:00 UTC,2025-09-30 18:00:00+00:00,15.468,-0.42%,-1.82%,-0.85%,False,False,,,,,,,"$10,000.00"
2025-09-30 18:15:00 UTC,2025-09-30 18:15:00+00:00,15.357,-0.72%,-1.14%,-2.73%,False,False,,,,,,,"$10,000.00"
2025-09-30 18:30:00 UTC,2025-09-30 18:30:00+00:00,15.29,-0.44%,-1.15%,-2.95%,False,False,,,,,,,"$10,000.00"
2025-09-30 18:45:00 UTC,2025-09-30 18:45:00+00:00,15.339,+0.32%,-0.12%,-1.26%,False,False,,,,,,,"$10,000.00"
2025-09-30 19:00:00 UTC,2025-09-30 19:00:00+00:00,15.538,+1.30%,+1.62%,+0.45%,False,False,,,,,,,"$10,000.00"
2025-09-30 19:15:00 UTC,2025-09-30 19:15:00+00:00,15.341,-1.27%,+0.01%,-0.10%,False,False,,,,,,,"$10,000.00"
2025-09-30 19:30:00 UTC,2025-09-30 19:30:00+00:00,15.216,-0.81%,-2.07%,-0.48%,False,False,,,,,,,"$10,000.00"
2025-09-30 19:45:00 UTC,2025-09-30 19:45:00+00:00,14.835,-2.50%,-3.30%,-3.29%,False,False,,,,,,,"$10,000.00"
2025-09-30 20:00:00 UTC,2025-09-30 20:00:00+00:00,14.774,-0.41%,-2.90%,-4.92%,False,False,,,,,,,"$10,000.00"
2025-09-30 20:15:00 UTC,2025-09-30 20:15:00+00:00,14.945,+1.16%,+0.74%,-2.58%,False,False,,,,,,,"$10,000.00"
2025-09-30 20:30:00 UTC,2025-09-30 20:30:00+00:00,15.348,+2.70%,+3.89%,+0.87%,False,False,,,,,,,"$10,000.00"
2025-09-30 20:45:00 UTC,2025-09-30 20:45:00+00:00,15.488,+0.91%,+3.63%,+4.40%,False,False,,,,,,,"$10,000.00"
2025-09-30 21:00:00 UTC,2025-09-30 21:00:00+00:00,15.59,+0.66%,+1.58%,+5.52%,False,False,,,,,,,"$10,000.00"
2025-09-30 21:15:00 UTC,2025-09-30 21:15:00+00:00,15.623,+0.21%,+0.87%,+4.54%,False,False,,,,,,,"$10,000.00"
2025-09-30 21:30:00 UTC,2025-09-30 21:30:00+00:00,15.645,+0.14%,+0.35%,+1.94%,False,False,,,,,,,"$10,000.00"
2025-09-30 21:45:00 UTC,2025-09-30 21:45:00+00:00,15.612,-0.21%,-0.07%,+0.80%,False,False,,,,,,,"$10,000.00"
2025-09-30 22:00:00 UTC,2025-09-30 22:00:00+00:00,15.508,-0.67%,-0.88%,-0.53%,False,False,,,,,,,"$10,000.00"
2025-09-30 22:15:00 UTC,2025-09-30 22:15:00+00:00,15.419,-0.57%,-1.24%,-1.31%,False,False,,,,,,,"$10,000.00"
2025-09-30 22:30:00 UTC,2025-09-30 22:30:00+00:00,15.278,-0.91%,-1.48%,-2.35%,False,False,,,,,,,"$10,000.00"
2025-09-30 22:45:00 UTC,2025-09-30 22:45:00+00:00,15.302,+0.16%,-0.76%,-1.99%,False,False,,,,,,,"$10,000.00"
2025-09-30 23:00:00 UTC,2025-09-30 23:00:00+00:00,15.344,+0.27%,+0.43%,-1.06%,False,False,,,,,,,"$10,000.00"
2025-09-30 23:15:00 UTC,2025-09-30 23:15:00+00:00,15.185,-1.04%,-0.76%,-1.52%,False,False,,,,,,,"$10,000.00"
2025-09-30 23:30:00 UTC,2025-09-30 23:30:00+00:00,15.384,+1.31%,+0.26%,+0.69%,False,False,,,,,,,"$10,000.00"
2025-09-30 23:45:00 UTC,2025-09-30 23:45:00+00:00,15.252,-0.86%,+0.44%,-0.33%,False,False,,,,,,,"$10,000.00"
2025-10-01 00:00:00 UTC,2025-10-01 00:00:00+00:00,15.025,-1.49%,-2.33%,-2.08%,False,False,,,,,,,"$10,000.00"
2025-10-01 00:15:00 UTC,2025-10-01 00:15:00+00:00,14.693,-2.21%,-3.67%,-3.24%,False,False,,,,,,,"$10,000.00"
2025-10-01 00:30:00 UTC,2025-10-01 00:30:00+00:00,14.483,-1.43%,-3.61%,-5.86%,False,False,,,,,,,"$10,000.00"
2025-10-01 00:45:00 UTC,2025-10-01 00:45:00+00:00,14.113,-2.55%,-3.95%,-7.47%,False,False,,,,,,,"$10,000.00"
2025-10-01 01:00:00 UTC,2025-10-01 01:00:00+00:00,14.329,+1.53%,-1.06%,-4.63%,False,False,,,,,,,"$10,000.00"
2025-10-01 01:15:00 UTC,2025-10-01 01:15:00+00:00,14.31,-0.13%,+1.40%,-2.61%,False,False,,,,,,,"$10,000.00"
2025-10-01 01:30:00 UTC,2025-10-01 01:30:00+00:00,13.883,-2.98%,-3.11%,-4.14%,False,False,,,,,,,"$10,000.00"
2025-10-01 01:45:00 UTC,2025-10-01 01:45:00+00:00,14.079,+1.41%,-1.61%,-0.24%,False,False,,,,,,,"$10,000.00"
2025-10-01 02:00:00 UTC,2025-10-01 02:00:00+00:00,13.987,-0.65%,+0.75%,-2.39%,False,False,,,,,,,"$10,000.00"
2025-10-01 02:15:00 UTC,2025-10-01 02:15:00+00:00,13.894,-0.66%,-1.31%,-2.91%,False,False,,,,,,,"$10,000.00"
2025-10-01 02:30:00 UTC,2025-10-01 02:30:00+00:00,14.123,+1.65%,+0.97%,+1.73%,False,False,,,,,,,"$10,000.00"
2025-10-01 02:45:00 UTC,2025-10-01 02:45:00+00:00,14.106,-0.12%,+1.53%,+0.19%,False,False,,,,,,,"$10,000.00"
2025-10-01 03:00:00 UTC,2025-10-01 03:00:00+00:00,14.244,+0.98%,+0.86%,+1.84%,False,False,,,,,,,"$10,000.00"
2025-10-01 03:15:00 UTC,2025-10-01 03:15:00+00:00,14.04,-1.43%,-0.47%,+1.05%,False,False,,,,,,,"$10,000.00"
2025-10-01 03:30:00 UTC,2025-10-01 03:30:00+00:00,13.914,-0.90%,-2.32%,-1.48%,False,False,,,,,,,"$10,000.00"
2025-10-01 03:45:00 UTC,2025-10-01 03:45:00+00:00,13.885,-0.21%,-1.10%,-1.57%,False,False,,,,,,,"$10,000.00"
2025-10-01 04:00:00 UTC,2025-10-01 04:00:00+00:00,13.738,-1.06%,-1.26%,-3.55%,False,False,,,,,,,"$10,000.00"
2025-10-01 04:15:00 UTC,2025-10-01 04:15:00+00:00,13.759,+0.15%,-0.91%,-2.00%,False,False,,,,,,,"$10,000.00"
2025-10-01 04:30:00 UTC,2025-10-01 04:30:00+00:00,13.685,-0.54%,-0.39%,-1.65%,False,False,,,,,,,"$10,000.00"
2025-10-01 04:45:00 UTC,2025-10-01 04:45:00+00:00,13.483,-1.48%,-2.01%,-2.90%,False,False,,,,,,,"$10,000.00"
2025-10-01 05:00:00 UTC,2025-10-01 05:00:00+00:00,13.494,+0.08%,-1.40%,-1.78%,False,False,,,,,,,"$10,000.00"
2025-10-01 05:15:00 UTC,2025-10-01 05:15:00+00:00,13.374,-0.89%,-0.81%,-2.80%,False,False,,,,,,,"$10,000.00"
2025-10-01 05:30:00 UTC,2025-10-01 05:30:00+00:00,13.406,+0.24%,-0.65%,-2.04%,False,False,,,,,,,"$10,000.00"
2025-10-01 05:45:00 UTC,2025-10-01 05:45:00+00:00,13.496,+0.67%,+0.91%,+0.10%,False,False,,,,,,,"$10,000.00"
2025-10-01 06:00:00 UTC,2025-10-01 06:00:00+00:00,13.724,+1.69%,+2.37%,+1.70%,False,False,,,,,,,"$10,000.00"
2025-10-01 06:15:00 UTC,2025-10-01 06:15:00+00:00,13.611,-0.82%,+0.85%,+1.77%,False,False,,,,,,,"$10,000.00"
2025-10-01 06:30:00 UTC,2025-10-01 06:30:00+00:00,13.611,+0.00%,-0.82%,+1.53%,False,False,,,,,,,"$10,000.00"
2025-10-01 06:45:00 UTC,2025-10-01 06:45:00+00:00,13.817,+1.51%,+1.51%,+2.38%,False,False,,,,,,,"$10,000.00"
2025-10-01 07:00:00 UTC,2025-10-01 07:00:00+00:00,14.546,+5.28%,+6.87%,+5.99%,False,True,open_short,Open SHORT (quick rise),short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 07:15:00 UTC,2025-10-01 07:15:00+00:00,15.323,+5.34%,+10.90%,+12.58%,False,True,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 07:30:00 UTC,2025-10-01 07:30:00+00:00,15.477,+1.01%,+6.40%,+13.71%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 07:45:00 UTC,2025-10-01 07:45:00+00:00,15.353,-0.80%,+0.20%,+11.12%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 08:00:00 UTC,2025-10-01 08:00:00+00:00,15.4,+0.31%,-0.50%,+5.87%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 08:15:00 UTC,2025-10-01 08:15:00+00:00,15.18,-1.43%,-1.13%,-0.93%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 08:30:00 UTC,2025-10-01 08:30:00+00:00,15.285,+0.69%,-0.75%,-1.24%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 08:45:00 UTC,2025-10-01 08:45:00+00:00,15.486,+1.32%,+2.02%,+0.87%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 09:00:00 UTC,2025-10-01 09:00:00+00:00,15.485,-0.01%,+1.31%,+0.55%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 09:15:00 UTC,2025-10-01 09:15:00+00:00,15.409,-0.49%,-0.50%,+1.51%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 09:30:00 UTC,2025-10-01 09:30:00+00:00,15.318,-0.59%,-1.08%,+0.22%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 09:45:00 UTC,2025-10-01 09:45:00+00:00,15.192,-0.82%,-1.41%,-1.90%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 10:00:00 UTC,2025-10-01 10:00:00+00:00,15.096,-0.63%,-1.45%,-2.51%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 10:15:00 UTC,2025-10-01 10:15:00+00:00,15.249,+1.01%,+0.38%,-1.04%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 10:30:00 UTC,2025-10-01 10:30:00+00:00,15.061,-1.23%,-0.23%,-1.68%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 10:45:00 UTC,2025-10-01 10:45:00+00:00,15.033,-0.19%,-1.42%,-1.05%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 11:00:00 UTC,2025-10-01 11:00:00+00:00,15.191,+1.05%,+0.86%,+0.63%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 11:15:00 UTC,2025-10-01 11:15:00+00:00,15.359,+1.11%,+2.17%,+0.72%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 11:30:00 UTC,2025-10-01 11:30:00+00:00,15.567,+1.35%,+2.48%,+3.36%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 11:45:00 UTC,2025-10-01 11:45:00+00:00,15.486,-0.52%,+0.83%,+3.01%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 12:00:00 UTC,2025-10-01 12:00:00+00:00,15.221,-1.71%,-2.22%,+0.20%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 12:15:00 UTC,2025-10-01 12:15:00+00:00,15.411,+1.25%,-0.48%,+0.34%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 12:30:00 UTC,2025-10-01 12:30:00+00:00,15.405,-0.04%,+1.21%,-1.04%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 12:45:00 UTC,2025-10-01 12:45:00+00:00,15.462,+0.37%,+0.33%,-0.15%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 13:00:00 UTC,2025-10-01 13:00:00+00:00,15.319,-0.92%,-0.56%,+0.64%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 13:15:00 UTC,2025-10-01 13:15:00+00:00,15.459,+0.91%,-0.02%,+0.31%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 13:30:00 UTC,2025-10-01 13:30:00+00:00,15.397,-0.40%,+0.51%,-0.05%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 13:45:00 UTC,2025-10-01 13:45:00+00:00,15.587,+1.23%,+0.83%,+0.81%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 14:00:00 UTC,2025-10-01 14:00:00+00:00,15.541,-0.30%,+0.94%,+1.45%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 14:15:00 UTC,2025-10-01 14:15:00+00:00,15.507,-0.22%,-0.51%,+0.31%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
2025-10-01 14:30:00 UTC,2025-10-01 14:30:00+00:00,15.636,+0.83%,+0.61%,+1.55%,False,False,,,short,14.538727,137.56362575623024,2000.0,"$9,998.60"
